iter	RMSE
350	0.03780059991
351	0.03762736815
352	0.03738436799
353	0.0373195101
354	0.03705356238
355	0.03691124142
356	0.03675932353
357	0.03668464879
358	0.03649853831
359	0.03624723526
360	0.03605768587
361	0.03588768017
362	0.03573405244
363	0.03565227473
364	0.03542693372
365	0.03525856858
366	0.0352116548
367	0.03510942708
368	0.03483898597
369	0.03476990348
370	0.034609068
371	0.03420841621
372	0.03402744967
373	0.0339102668
374	0.03380361158
375	0.0335964544
376	0.03329032674
377	0.03314838496
378	0.03287997547
379	0.03274610496
380	0.03237321485
381	0.03227083142
382	0.0321413779
383	0.032015495
384	0.03183521008
385	0.03175258158
386	0.03159085347
387	0.03128451339
388	0.0311715717
389	0.03102856319
390	0.03086066249
391	0.03072866103
392	0.03054374223
393	0.03044438612
394	0.03033935369
395	0.03015591071
396	0.03006999506
397	0.02977352431
398	0.02960550662
399	0.02944096411
