iter	RMSE
349	20.53104623
350	20.50843892
351	20.4638158
352	20.45716738
353	20.41774616
354	20.39465174
355	20.36391399
356	20.33210234
357	20.2987172
358	20.27561418
359	20.21844528
360	20.15868512
361	20.12989578
362	20.11298886
363	20.05559408
364	20.03448435
365	20.00887228
366	19.97861556
367	19.90914829
368	19.88669652
369	19.85315437
370	19.78697544
371	19.75349026
372	19.73282543
373	19.68435834
374	19.6618117
375	19.63137046
376	19.59709098
377	19.55034559
378	19.47240974
379	19.40576486
380	19.39133524
381	19.34216765
382	19.30263943
383	19.25068949
384	19.23061198
385	19.20824566
386	19.1714643
387	19.14207194
388	19.12628078
389	19.08663922
390	19.04774614
391	19.010603
392	18.99654636
393	18.94967057
394	18.90207728
395	18.85806694
396	18.83262933
397	18.7851482
398	18.74131394
399	18.72524786
